,cat,concept,typicality
832,10,1239,7.111040154568004
833,10,1244,4.807128186002304
834,10,1246,6.300328295853455
835,10,1253,5.454987441189567
836,10,1261,6.505839615512686
837,10,1262,5.284515974158745
838,10,1265,3.333103256232968
839,10,1274,5.538595590789209
840,10,1280,6.125785166204811
841,10,1284,6.60609145959217
842,10,1289,6.326624004603589
843,10,1292,5.327843450194678
844,10,1307,4.753407900774229
845,10,1309,7.785093670938558
846,10,1323,6.988346144659888
847,10,1345,3.54080429494622
848,10,1348,7.633493974943922
849,10,1349,6.6302043589893085
850,10,1357,8.405480923555118
851,10,1359,4.798765376340579
852,10,1362,6.528312588944816
853,10,1364,5.083597463953241
854,10,1365,6.899822985303288
855,10,1372,4.893358464790994
856,10,1373,5.655509189968457
857,10,1380,5.65077743850159
858,10,1386,7.226208692316045
859,10,1394,7.362410685197389
860,10,1400,3.287374149545814
861,10,1429,6.079231182217367
862,10,1438,6.816195811723858
863,10,1475,6.803110572590183
864,10,1497,5.088751769253877
865,10,1498,5.157581184232936
866,10,1499,7.844576089547997
867,10,1500,4.9165929140264835
868,10,1503,8.094301793164396
869,10,1504,5.045179535541649
870,10,1505,6.704338175875366
871,10,1515,7.020320903843716
872,10,1521,5.805655570480951
873,10,1524,5.385938366278758
874,10,1526,6.23877068766122
875,10,1528,4.161665452001137
876,10,1540,3.842612558709352
877,10,1544,8.073302612756587
878,10,1551,6.82762389477556
879,10,1557,6.554655458760479
880,10,1570,7.077224094821128
881,10,1573,6.379889059275248
882,10,1575,6.3232869577081425
883,10,1579,4.100814368624391
884,10,1582,5.894705465044485
885,10,1588,6.629427357211424
886,10,1595,6.615549093021746
887,10,1603,4.412009599817664
888,10,1605,4.532424047369441
889,10,1613,7.546163643447699
890,10,1615,4.379991716487965
891,10,1618,5.755635346739158
892,10,1663,4.9494914434491495
893,10,1665,7.123539725947135
894,10,1672,7.5919824035414765
895,10,1673,6.300145955703473
896,10,1686,6.28371885826365
897,10,1687,6.83085072997816
898,10,1688,5.814347447254564
899,10,1733,7.1935987803751855
900,10,1754,8.047135975983213
901,10,1769,4.684559573037986
902,10,1770,6.833122865558745
903,10,1778,5.680242472600126
904,10,1793,7.118642690030564
905,10,1800,5.100433723833434
906,10,1805,6.283012991785059
907,10,1810,4.897734766804739
908,10,1837,5.379557160023978
909,10,1848,7.06471347798698
910,10,1850,4.520776554421668
911,10,1853,6.354120076179119
912,11,30,8.27747704212229
913,11,43,4.398133914053889
914,11,63,8.536057600241104
915,11,121,7.36465871791999
916,11,135,6.333872067034939
917,11,149,7.24086440354217
918,11,263,6.62454955311119
919,11,316,7.550019228248949
920,11,375,5.64638420339095
921,11,430,5.823279040336671
922,11,581,4.925023114577181
923,11,645,7.748172619515457
924,11,702,8.118942253745224
925,11,703,7.028208705092635
926,11,876,6.576983034656729
927,11,914,6.130239083243098
928,11,930,6.253316844475816
929,11,966,6.761912448956871
930,11,994,7.0761477964773665
931,11,1037,4.622945964997429
932,11,1078,7.9895509668257105
933,11,1111,5.546418097715312
934,11,1129,8.01194043224513
935,11,1133,7.7796033036921965
936,11,1182,7.420949939655904
937,11,1203,6.737751435846675
938,11,1219,5.870861298663671
939,11,1244,5.007874202293732
940,11,1280,5.147467068327954
941,11,1284,6.868800286853215
942,11,1540,4.4932413328231915
943,11,1570,7.922383445413887
944,11,1672,5.1457646973728695
945,11,1793,7.464372283307966
946,12,5,4.451416518045785
947,12,85,5.0431711684948635
948,12,103,5.044316210084274
949,12,108,8.284807733720303
950,12,120,6.361883797999936
951,12,167,7.104319242984317
952,12,222,6.13401545518353
953,12,233,6.725627423684426
954,12,300,8.016292959688556
955,12,320,5.991664308955002
956,12,360,3.938434345489774
957,12,370,5.495378213751827
958,12,381,7.8521620434399555
959,12,420,4.07906115579289
960,12,422,8.411858988870303
961,12,424,4.854153625114289
962,12,441,5.849833745026967
963,12,480,7.704920566849623
964,12,519,7.690840180966827
965,12,585,5.730402124466328
966,12,633,5.241552236878373
967,12,742,4.085011234706323
968,12,777,5.447003519651868
969,12,908,3.743586303454829
970,12,947,7.143508411911371
971,12,985,7.125550127854766
972,12,1059,7.291871132416924
973,12,1086,6.587314426774221
974,12,1268,4.4319886505922295
975,12,1294,7.441629571335309
976,12,1321,6.796272624945831
977,12,1416,6.109779394294462
978,12,1492,6.833139546343741
979,12,1548,5.337684370611791
980,12,1561,6.6963636400860915
981,12,1608,8.303484434332994
982,12,1652,3.2745581105158292
983,12,1835,4.689662285690547
984,13,1,2.613022129962558
985,13,11,4.506366663555089
986,13,34,5.563991014546493
987,13,129,4.932305147802365
988,13,130,3.9601019208383925
989,13,131,5.370214235862956
990,13,164,4.387472485574637
991,13,252,5.530944670215706
992,13,253,7.003695315028732
993,13,254,6.9564821323634085
994,13,295,6.842125523829161
995,13,305,6.752493248016588
996,13,341,6.441670262381462
997,13,368,5.632764271353655
998,13,416,3.6622880370699598
999,13,453,3.2874367278454812
1000,13,456,5.265261538980382
1001,13,465,8.052145934612629
1002,13,498,5.070519807970918
1003,13,510,5.681297655667199
1004,13,582,6.326950475029123
1005,13,639,7.060562838944989
1006,13,679,4.659925991486471
1007,13,696,3.426055997905865
1008,13,807,3.7147153003031046
1009,13,891,8.250035559249046
1010,13,893,7.453406936992534
1011,13,1005,7.566067408651172
1012,13,1176,6.936016473544969
1013,13,1183,3.49157345907385
1014,13,1185,3.4432220068521553
1015,13,1193,6.151001377172454
1016,13,1229,7.219823667514094
1017,13,1235,5.173064557198576
1018,13,1340,8.183613631477865
1019,13,1376,3.3022356017260877
1020,13,1531,5.2872937679512955
1021,13,1543,5.377626707401138
1022,13,1625,5.775345897621728
1023,13,1644,4.256144266193548
1024,13,1753,7.613930900553088
1025,13,1777,7.409605153543043
1026,13,1798,4.053531554836934
1027,13,1817,5.6285107784614326
1028,13,1839,6.221367858777228
1029,14,24,7.794729467394705
1030,14,111,7.892209374729891
1031,14,115,7.223787389527309
1032,14,212,7.8865964354986815
1033,14,229,7.173511456794435
1034,14,286,6.591405466368553
1035,14,373,7.475066021711516
1036,14,514,6.781541383173594
1037,14,541,4.592768664154067
1038,14,621,8.110125127068043
1039,14,706,7.283897213160706
1040,14,888,7.411973698853289
1041,14,929,6.22855401266334
1042,14,1020,7.657121156057147
1043,14,1023,6.828663733971899
1044,14,1238,5.349200973205237
1045,14,1785,7.323729639415552
1046,15,138,7.210102338763662
1047,15,224,5.620261415069989
1048,15,382,7.658419446707336
1049,15,399,6.260592249709956
1050,15,491,7.800696855202382
1051,15,627,6.631457660040529
1052,15,640,7.497168219971537
1053,15,806,5.731963300346856
1054,15,821,6.004466759172692
1055,15,856,5.893500465208929
1056,15,1000,7.690339926171458
1057,15,1009,6.585434013851177
1058,15,1089,8.100842886670652
1059,15,1300,8.129316261791834
1060,15,1463,4.889169265761178
1061,15,1564,7.964896665225517
1062,15,1666,7.845491346626367
1063,15,1667,6.74571107053812
1064,15,1771,5.674756710981255
1065,15,1789,5.288944382249034
1066,16,171,7.266393503007355
1067,16,251,7.518652462704324
1068,16,354,6.041148864416811
1069,16,411,5.958151800469585
1070,16,548,6.654927513043632
1071,16,649,5.829360281184809
1072,16,708,7.041960291920402
1073,16,716,5.709352269869755
1074,16,822,4.125320488866877
1075,16,855,6.208656068644573
1076,16,868,5.7683422936485504
1077,16,879,8.112938138894707
1078,16,887,7.021648390704956
1079,16,986,7.984805251302094
1080,16,1067,4.857359542101477
1081,16,1138,6.828242962924334
1082,16,1149,5.989359524262008
1083,16,1328,6.734709244855013
1084,16,1381,6.072977028947131
1085,16,1443,6.063824239143582
1086,16,1451,5.434112812614692
1087,16,1508,7.947606020204716
1088,16,1519,7.654930496447991
1089,16,1566,7.267728033848434
1090,16,1661,6.316046900545815
1091,16,1674,6.662970464800851
1092,16,1811,7.335462658547514
1093,17,66,8.125508378104042
1094,17,109,5.848692646483852
1095,17,186,6.900227624842736
1096,17,258,6.198955294320776
1097,17,452,6.990797412135221
1098,17,477,6.730329699859819
1099,17,565,4.769468302442794
1100,17,566,5.596159893664808
1101,17,599,8.104483461508181
1102,17,664,7.390636952047538
1103,17,728,6.82654814135286
1104,17,770,6.34648555186535
1105,17,819,6.4674314874961665
1106,17,828,6.051807611208774
1107,17,1147,4.2483779963087684
1108,17,1175,5.418987694089905
1109,17,1195,6.076710302303402
1110,17,1374,7.545144004906446
1111,17,1466,6.90243449570823
1112,17,1550,7.863465210851111
1113,17,1572,7.097555988496204
1114,17,1590,6.415942282794015
1115,17,1604,7.70072246248478
1116,17,1739,5.486723141883891
1117,17,1760,5.704127534288549
1118,17,1773,6.607815278517291
1119,17,1808,7.064310354830937
1120,18,2,5.605201399882325
1121,18,56,4.951639827386476
1122,18,68,6.153647155708796
1123,18,86,4.743467107643248
1124,18,116,5.043463878547732
1125,18,162,5.127086435495745
1126,18,292,6.257258674238806
1127,18,328,4.098712336133918
1128,18,350,6.983051261852673
1129,18,468,5.898679444924301
1130,18,522,8.553867910920841
1131,18,620,7.525372079531004
1132,18,642,5.669181392870319
1133,18,692,4.405427128542352
1134,18,723,8.461276908539915
1135,18,753,6.142615739888129
1136,18,755,5.935242788276398
1137,18,797,6.4320033340798854
1138,18,864,4.0904131080620045
1139,18,870,7.596360146228389
1140,18,965,5.221340116286937
1141,18,1082,6.267899932041222
1142,18,1165,8.459182887825282
1143,18,1297,4.7875990741443974
1144,18,1368,7.308235274165882
1145,18,1619,5.984631256710828
1146,18,1710,4.471025956993536
1147,18,1716,6.4963012793336254
1148,18,1721,7.905721016245266
1149,18,1723,6.282164990993251
1150,18,1742,5.454920097142009
1151,18,1764,7.699124059787838
1152,18,1843,4.943110500022666
1153,19,126,6.755649310779504
1154,19,355,6.803677482694366
1155,19,558,7.5894753849330225
1156,19,559,6.553486336775553
1157,19,584,7.30586565002405
1158,19,625,7.804326281587948
1159,19,637,5.888461524905533
1160,19,681,5.975932161312131
1161,19,778,6.874612645838364
1162,19,829,6.822520933223025
1163,19,1064,7.622539604432247
1164,19,1065,7.7598830631039135
1165,19,1112,8.190798444217721
1166,19,1116,7.918405488340032
1167,19,1141,8.1376120655805
1168,19,1142,7.724567894379461
1169,19,1143,6.498488636345373
1170,19,1255,4.553981987769489
1171,19,1337,7.268397437273956
1172,19,1379,7.200473020563472
1173,19,1537,7.479760760568814
1174,19,1539,8.39884579512846
1175,19,1611,5.826280877369805
1176,19,1622,7.086446907518245
1177,19,1654,6.2697238720834605
1178,20,7,6.718931935702662
1179,20,191,7.848866508715905
1180,20,219,7.395665198260175
1181,20,268,7.710886301959728
1182,20,269,7.106785987611071
1183,20,475,7.458229619243865
1184,20,557,8.280535523229013
1185,20,562,6.928114950762739
1186,20,661,6.013859863933624
1187,20,668,6.713639907199089
1188,20,715,5.928896127737016
1189,20,745,5.515215994166952
1190,20,765,7.991398614661265
1191,20,767,5.878998559386396
1192,20,809,6.790111368663702
1193,20,921,7.191630116467037
1194,20,1071,6.257969872682706
1195,20,1136,6.364813550548068
1196,20,1293,7.235397005925584
1197,20,1312,6.57932903898209
1198,20,1329,4.94502234224855
1199,20,1399,7.643318183494349
1200,20,1506,6.8038299976387915
1201,20,1512,7.2722737378988915
1202,20,1546,8.056650946001428
1203,20,1586,5.857095748833792
1204,20,1617,7.6390119192377135
1205,20,1806,8.046528543185808
1206,20,1820,7.893796002623581
1207,20,1821,7.486269612271729
1208,21,14,6.2341942660964325
1209,21,31,6.065124424272164
1210,21,39,4.470286564269075
1211,21,40,4.45179847841696
1212,21,42,4.794195518589042
1213,21,62,5.982530175117436
1214,21,81,5.499007005174105
1215,21,156,4.108600825410502
1216,21,164,5.7050649285630834
1217,21,201,5.409497365633428
1218,21,227,7.362988498863264
1219,21,232,5.447982265567088
1220,21,235,6.185411997380414
1221,21,337,5.000264049858623
1222,21,347,4.846787685922864
1223,21,366,6.1351916150596075
1224,21,412,6.738789628936876
1225,21,470,7.299555842218067
1226,21,472,6.549207933728367
1227,21,577,7.245343930268821
1228,21,619,8.029052776595416
1229,21,704,5.76428659461274
1230,21,705,6.908045360846741
1231,21,773,6.139535053174361
1232,21,834,6.869778358268306
1233,21,860,5.46577362681793
1234,21,904,5.893549624453221
1235,21,910,5.101334977174618
1236,21,920,6.000145959837686
1237,21,974,5.663450616971276
1238,21,1004,5.691609210641564
1239,21,1022,5.251112232569749
1240,21,1081,6.642188018008227
1241,21,1102,5.724255485611111
1242,21,1122,5.478055984627663
1243,21,1181,6.722647205448071
1244,21,1194,8.249059926252745
1245,21,1209,6.000734796326157
1246,21,1224,5.964720872473852
1247,21,1334,7.716965670580305
1248,21,1400,4.103464701855972
1249,21,1515,6.1904916264620935
1250,21,1584,7.390352701482396
1251,21,1708,7.184150866733708
1252,21,1726,7.615246026761954
1253,21,1727,4.03554920633328
1254,21,1802,6.463451665900716
1255,22,58,4.940656539162736
1256,22,59,8.073337207007556
1257,22,72,5.607737198206765
1258,22,78,8.112212472201696
1259,22,79,8.124316688723454
1260,22,80,7.88874824666934
1261,22,83,8.138864289866023
1262,22,84,7.59174638025258
1263,22,88,8.359082422521753
1264,22,94,4.104699265715278
1265,22,99,5.9538302395192
1266,22,155,4.595347024903674
1267,22,179,6.62988644818612
1268,22,183,6.85831582883587
1269,22,353,6.202953169223152
1270,22,473,5.071432109459211
1271,22,474,4.8977015901101355
1272,22,530,6.339933033575925
1273,22,561,5.404537338445193
1274,22,570,5.126825642394704
1275,22,615,4.17749776558897
1276,22,629,8.240079814202723
1277,22,630,7.809191729552866
1278,22,643,5.769273780360048
1279,22,686,5.242986984970425
1280,22,690,7.4566205209695156
1281,22,776,7.56325614358281
1282,22,783,7.489884988699979
1283,22,787,5.336010497066091
1284,22,823,6.202955258347157
1285,22,841,4.6374793055063055
1286,22,858,5.839083972808022
1287,22,878,6.436595027401739
1288,22,1032,5.562751739861387
1289,22,1068,4.834942356757785
1290,22,1094,5.530727788294837
1291,22,1184,5.724277918753957
1292,22,1245,6.252553278080539
1293,22,1256,6.551321209099794
1294,22,1270,7.366644703617848
1295,22,1326,6.058069111215308
1296,22,1327,6.286863670834345
1297,22,1343,4.579464066661101
1298,22,1392,5.035030154874875
1299,22,1449,6.446692237253945
1300,22,1452,7.2192529015107105
1301,22,1453,5.615085220419508
1302,22,1455,6.06912444294461
1303,22,1460,5.05421552162956
1304,22,1478,5.104450647816135
1305,22,1481,6.624510219868311
1306,22,1485,4.640073489263805
1307,22,1488,8.149460825910237
1308,22,1522,4.492825360861614
1309,22,1562,5.410860369117947
1310,22,1587,6.485472978197149
1311,22,1627,4.773370994543284
1312,22,1636,5.859207966655327
1313,22,1642,7.645571695819619
1314,22,1701,5.152463868245755
1315,22,1706,5.949700334517849
1316,22,1767,7.836204810926564
1317,22,1803,4.964168563978711
1318,23,6,5.560247949604936
1319,23,28,5.569037170603639
1320,23,45,7.356623474080079
1321,23,50,3.9735184493560247
1322,23,145,5.291028025446082
1323,23,148,5.505385305163862
1324,23,171,5.800813543142916
1325,23,203,5.076371097435833
1326,23,205,4.938031711316059
1327,23,251,5.3245300908384365
1328,23,298,5.1909278671644845
1329,23,299,7.015247412419693
1330,23,336,6.7950398637337015
1331,23,339,2.9458869807330372
1332,23,354,4.588291087280171
1333,23,356,5.178836364944849
1334,23,411,5.548287762422147
1335,23,432,5.119190520515291
1336,23,447,7.237511498090441
1337,23,463,4.567779922731769
1338,23,520,8.388435398221148
1339,23,534,4.579739981803498
1340,23,535,4.523035364353473
1341,23,548,4.098820378357837
1342,23,583,5.882252054314853
1343,23,623,3.727209474790559
1344,23,634,4.879536402943873
1345,23,637,3.530269772622168
1346,23,649,5.164867584188627
1347,23,665,4.262328532350006
1348,23,708,4.1203244492209565
1349,23,716,6.070673193866758
1350,23,741,8.324717817539456
1351,23,784,6.829096066037337
1352,23,800,5.527596722120789
1353,23,822,5.513755372016465
1354,23,835,6.641361512480757
1355,23,837,6.667899523662728
1356,23,879,6.231363015664803
1357,23,886,6.532040748460945
1358,23,887,4.425637141297174
1359,23,919,4.6304502113054795
1360,23,928,4.062286023817309
1361,23,957,4.731260823777794
1362,23,958,4.757296211109471
1363,23,962,6.86093966012363
1364,23,975,3.8101053553010593
1365,23,983,3.7244278795172625
1366,23,996,4.442901124411465
1367,23,1019,4.863005886382244
1368,23,1047,4.5003288083128625
1369,23,1048,4.705295836859099
1370,23,1055,4.705048153397204
1371,23,1067,4.010323682036309
1372,23,1097,5.971220294632051
1373,23,1138,4.996984831518069
1374,23,1141,4.956221437953184
1375,23,1142,4.176805410170916
1376,23,1143,4.046670032155878
1377,23,1147,4.875765481335675
1378,23,1166,6.330198043847271
1379,23,1177,3.899108268278341
1380,23,1191,5.568807631694092
1381,23,1201,7.789873621399271
1382,23,1204,5.81383555831186
1383,23,1207,6.312714484534157
1384,23,1210,4.474568906624192
1385,23,1215,5.33385264111268
1386,23,1255,4.213365912089045
1387,23,1263,2.948352741783679
1388,23,1281,6.794988701010273
1389,23,1286,6.408945134971436
1390,23,1290,4.6863537382078695
1391,23,1328,4.2912568374945534
1392,23,1332,5.348258984191944
1393,23,1341,5.672134478671959
1394,23,1356,5.756639920919231
1395,23,1366,8.069318242255534
1396,23,1367,5.996895855940391
1397,23,1374,5.4078593309340395
1398,23,1379,6.130092668339133
1399,23,1381,4.599621378579735
1400,23,1387,6.091985841605991
1401,23,1391,8.341556262950471
1402,23,1412,6.161398679705851
1403,23,1432,7.328557055082736
1404,23,1441,4.637509677181884
1405,23,1461,7.163752706752198
1406,23,1494,5.979630798729187
1407,23,1508,4.488727253830165
1408,23,1519,4.3338014042574935
1409,23,1527,4.636485123260767
1410,23,1536,3.6313383166832196
1411,23,1538,6.087107400526791
1412,23,1594,5.27337309592066
1413,23,1623,7.20056648919459
1414,23,1674,4.8827420344880474
1415,23,1676,7.82082774788951
1416,23,1712,3.213445655618368
1417,23,1719,6.0859600540109575
1418,23,1739,4.729031844241292
1419,23,1750,5.004576451151941
1420,23,1765,6.156664802402426
1421,23,1792,4.6479016223456
1422,23,1801,5.254357468519939
1423,23,1829,7.178681580087454
1424,23,1841,8.226686013073715
1425,24,59,8.26764255008199
1426,24,60,6.659026080846885
1427,24,99,6.513758980944773
1428,24,168,4.957636671153147
1429,24,435,6.846659503852513
1430,24,499,8.040567058210879
1431,24,500,7.435639900574345
1432,24,517,3.652378971487509
1433,24,643,7.273334628263672
1434,24,731,4.059410309858987
1435,24,782,5.083704545730792
1436,24,810,7.09626207752498
1437,24,861,5.26706007430018
1438,24,874,6.77923108829571
1439,24,913,8.415555235039793
1440,24,972,6.439837040169093
1441,24,1041,4.906457037253749
1442,24,1060,5.194743112263806
1443,24,1185,5.236940354057492
1444,24,1208,5.414592107583623
1445,24,1257,5.916302524060051
1446,24,1287,6.669045127578469
1447,24,1318,5.849987309842705
1448,24,1322,6.470764418755715
1449,24,1382,6.671179848201803
1450,24,1449,6.462962717604055
1451,24,1467,5.269603728486198
1452,24,1530,7.055208016924698
1453,24,1555,3.291901619318433
1454,24,1635,8.040348366579732
1455,24,1694,8.12498548804859
1456,24,1700,7.213664790149091
1457,24,1814,5.203218022978644
1458,24,1847,7.111927467164031
1459,25,39,5.900220592613492
1460,25,40,4.871208026707728
1461,25,42,6.5969988233887555
1462,25,114,6.36871500718571
1463,25,117,7.104622636818418
1464,25,156,5.010992693916316
1465,25,201,7.790448783029777
1466,25,206,6.934174899330098
1467,25,232,6.910318720228014
1468,25,277,8.013198605435235
1469,25,288,6.96942114210869
1470,25,291,7.393349170649734
1471,25,325,5.010514969040457
1472,25,337,5.051810801936989
1473,25,347,4.533188999660024
1474,25,412,8.048694239735525
1475,25,457,7.771011351172065
1476,25,550,6.603391300562231
1477,25,658,5.999264630160261
1478,25,696,4.229488438685664
1479,25,712,7.980585368667469
1480,25,838,5.668491160234696
1481,25,860,6.562235628950541
1482,25,910,5.401976793003996
1483,25,920,7.921263177641491
1484,25,1074,5.375375544506677
1485,25,1077,7.843294601975115
1486,25,1122,5.320258613245835
1487,25,1128,7.563247653618428
1488,25,1151,6.328445473645462
1489,25,1231,7.669945886231537
1490,25,1253,5.45376881257848
1491,25,1274,5.968538650104378
1492,25,1307,4.474732509429488
1493,25,1372,5.0940571936966155
1494,25,1515,7.178042729936375
1495,25,1524,5.739834303496169
1496,25,1526,6.646721555216159
1497,25,1595,6.359885821103955
1498,25,1672,7.421729795422624
1499,25,1754,8.009233387261613
1500,25,1853,6.947956678536134
1501,26,8,3.9516224025905182
1502,26,9,4.001862356510269
1503,26,10,6.868528949159608
1504,26,19,6.934822748262524
1505,26,123,6.51372353900782
1506,26,154,6.327272754437204
1507,26,213,4.249390368533531
1508,26,215,4.233715070166576
1509,26,226,7.84941587909867
1510,26,249,5.227215995664853
1511,26,262,4.168283427676304
1512,26,267,8.599690935237508
1513,26,276,4.185471080138312
1514,26,278,4.582908369531637
1515,26,309,3.1852964859014503
1516,26,450,4.472849427709063
1517,26,488,5.6544691356899675
1518,26,580,4.984204170750938
1519,26,596,7.0237569893510905
1520,26,635,4.397053557250865
1521,26,656,6.128231942059167
1522,26,682,4.852777607868236
1523,26,689,5.4990962365876985
1524,26,691,3.332425770130671
1525,26,771,4.125306852763275
1526,26,775,6.09615506979368
1527,26,803,3.485328278492779
1528,26,808,3.8376413888812584
1529,26,813,5.892089340031646
1530,26,843,7.898189824397237
1531,26,847,5.242341358610716
1532,26,848,4.942339443277872
1533,26,863,3.9682405185477228
1534,26,931,6.4849547446389995
1535,26,1003,8.154277789430287
1536,26,1025,7.617057766797343
1537,26,1214,7.138303395191578
1538,26,1260,3.703370311578741
1539,26,1275,4.183224011078456
1540,26,1310,3.5558478315453983
1541,26,1316,4.027820359396453
1542,26,1320,3.339769665133853
1543,26,1347,5.130550993050317
1544,26,1378,7.169291399215085
1545,26,1382,6.0276749779910475
1546,26,1398,3.4437894113149214
1547,26,1421,5.463031659463606
1548,26,1449,3.4728521628686675
1549,26,1460,3.900814085464519
1550,26,1483,5.194346339206197
1551,26,1484,4.836343442998592
1552,26,1501,3.7932777972778715
1553,26,1511,4.6887257610143305
1554,26,1542,6.729672209959403
1555,26,1545,3.812277358921959
1556,26,1574,3.418058299936482
1557,26,1577,4.0902713904701
1558,26,1578,5.449669037068374
1559,26,1630,7.606631961985374
1560,26,1695,5.63213264101991
1561,26,1698,6.757233602907677
1562,26,1711,4.358128237833726
1563,26,1715,4.5946365156634705
1564,26,1720,8.546066755986336
1565,26,1725,4.181955406911291
1566,26,1746,3.2424440073017173
1567,26,1752,7.724951391810267
1568,26,1772,5.009063481547354
1569,26,1808,3.8601750057915774
1570,26,1844,5.06144574754639
1571,27,38,6.307210527409129
1572,27,45,6.194417534214013
1573,27,79,5.738450074867961
1574,27,88,5.911426705638091
1575,27,93,4.791500579045713
1576,27,98,5.957703815855267
1577,27,147,4.658093852835655
1578,27,148,3.929171143468506
1579,27,160,7.489061699140716
1580,27,168,3.585984489772508
1581,27,175,6.048996874667487
1582,27,193,6.219667890562092
1583,27,216,7.248086930973653
1584,27,260,5.784869667321726
1585,27,261,5.187304352798168
1586,27,285,4.407084669644934
1587,27,299,4.701205991628579
1588,27,354,5.214282675212088
1589,27,444,6.0550223791312865
1590,27,447,5.476697990091525
1591,27,469,6.970438300506703
1592,27,473,4.054724595900172
1593,27,536,5.545886510121849
1594,27,607,5.5733076990782235
1595,27,713,7.014028279000586
1596,27,727,8.461617560989243
1597,27,741,4.668525339483198
1598,27,822,4.1711616086987995
1599,27,879,7.941112281369241
1600,27,894,5.162672162161234
1601,27,953,6.04853958131714
1602,27,954,7.840961664263424
1603,27,1006,6.734210423591488
1604,27,1166,4.80161754811442
1605,27,1191,4.453383190057756
1606,27,1207,6.5967166903672485
1607,27,1291,5.070506512149929
1608,27,1304,8.304060680564607
1609,27,1311,8.019933444016807
1610,27,1374,3.3356387630142796
1611,27,1379,4.362176707477974
1612,27,1467,4.57045658898301
1613,27,1510,6.522614597151119
1614,27,1602,7.456292645914813
1615,27,1620,5.922098527130286
1616,27,1684,5.219241562767293
1617,27,1712,3.2382934610968044
1618,27,1809,4.3337646515399335
